Bill,Bill Long Title,Last Action Date,Year,Sponsor,Sponsor District,Co-Sponsor,Co-Sponsor District,Last Action,Last Activity Comments,General assembly,Session,Bill String,LR Number
HB 2012,"Appropriates money for the expenses, grants, refunds, and distributions of statewide elected officials, the Judiciary, Office of the State Public Defender, and General Assembly",9/12/18,2018,"Fitzpatrick, Scott",158,,,Reported to the Senate (S),,99,Second regular,CCS SCS HCS HB 2012,2012H.05T
HB 2013,Appropriates money for real property leases and related services  ,6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,SCS HCS HB 2013,2013S.04T
HB 2014,To appropriate money for supplemental purposes for the several departments and offices of state government,4/6/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,HCS HB 2014,2014H.02T
HB 2015,"To appropriate money for supplemental purposes for the expenses, grants and distributions of the Department of Economic Development",5/9/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,HB 2015,2015H.01T
HB 2017,To appropriate money for capital improvement and other purposes for the several departments of state government,6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,HCS HB 2017,2017H.02T
HB 2018,"To appropriate money for purposes for the several departments and offices of state government; for projects involving the maintenance, repair, replacement, and improvement of state buildings and facilities",6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,HCS HB 2018,2018H.03T
HB 2019,To appropriate money for purposes for the several departments and offices of state government; for planning and capital improvements,6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,HCS HB 2019,2019H.03T
HB 2034,Modifies provisions relating to industrial hemp,6/1/18,2018,"Curtman, Paul",109,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HCS HB 2034,5739S.09T
HB 2101,Specifies that guardian ad litem fees shall not be automatically waived in certain civil actions ,6/22/18,2018,"Beard, Nathan",52,,,Delivered to Secretary of State (G),,99,Second regular,HB 2101,5843H.01T
HB 2116,Exempts certain types of vessels from provisions prohibiting passengers from riding in certain areas of a motorboat ,6/1/18,2018,"Ross, Robert",142,,,Delivered to Secretary of State (G),,99,Second regular,SCS HCS HB 2116,5706S.03T
HB 2129,Requires thirty minutes of instruction regarding decisions on organ donation during high school,7/5/18,2018,"Cookson, Steve",153,,,Delivered to Secretary of State (G),,99,Second regular,SS#2 HCS HB 2129,5376S.06T
HB 2171,Modifies provisions relating to the blind pension fund,6/1/18,2018,"Wood, David",58,,,Delivered to Secretary of State (G),,99,Second regular,HCS HB 2171,6008H.02T
HB 2183,Modifies provisions relating to hospital licensure and regulations,7/6/18,2018,"Bondon, Jack",56,,,Delivered to Secretary of State (G),,99,Second regular,HB 2183,6009H.01T
HB 2280,Expands MO HealthNet benefits for pregnant women to provide substance abuse treatment for up to one year after giving birth,6/1/18,2018,"Haefner, Marsha",95,,,Delivered to Secretary of State (G),,99,Second regular,"SS SCS HCS HBs 2280, 2120, 1468 & 1616",6161S.05T
HB 2330,"Designates a portion of State Highway 30 in St. Louis County as the ""Officer Blake Snyder Memorial Highway""",6/1/18,2018,"Beck, Doug",92,,,Delivered to Secretary of State (G),,99,Second regular,HB 2330,6231H.01T
HB 2347,"Designates a portion of Interstate 44 in Greene County as the ""Captain Aaron J Eidem Memorial Highway"".",6/1/18,2018,"Davis, Charlie",162,,,Delivered to Secretary of State (G),,99,Second regular,SCS HB 2347,6242S.02T
HB 2540,Changes the laws regarding state revenues,7/12/18,2018,"Haahr, Elijah",134,,,Delivered to Secretary of State (G),,99,Second regular,SCS HCS HB 2540,6148S.10T
HB 2562,Establishes treatment courts,7/13/18,2018,"Austin, Kevin",136,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HB 2562,6484S.05T
HCR 63,Designates March 18th of each year as DeMolay Day.,7/13/18,2018,"Haefner, Marsha",95,,,Delivered to Secretary of State (G),,99,Second regular,HCR 63,5598H.01T
HCR 70,"Declares youth violence as a public health epidemic and declares June 7th as ""Christopher Harris Day"" in Missouri",7/5/18,2018,"Franks Jr., Bruce",78,,,Delivered to Secretary of State (G),,99,Second regular,HCR 70,5988H.01T
HJR 59,Proposes a constitutional amendment to reduce the amount of time a person is required to be a member of an organization in order to participate in the management of a bingo game,5/30/18,2018,"Brown, Wanda",57,,,Delivered to Secretary of State (G),,99,Second regular,HJR 59,5115H.01T
SB 564,Modifies provisions relating to public utilities,6/1/18,2018,"Emery, Ed",231,,,Delivered to Secretary of State (G),,99,Second regular,SS#5 SB 564,5027S.11T
SB 568,Modifies provisions relating to salaries for certain county officials,7/5/18,2018,"Cunningham, Mike",233,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS SB 568,4919S.09T
SB 573,Allows an income tax deduction for certain military personnel,6/1/18,2018,"Wallingford, Wayne",227,,,Delivered to Secretary of State (G),,99,Second regular,SB 573,4421S.01T
SB 581,Modifies provisions relating to landlord tenant actions,7/13/18,2018,"Libla, Doug",225,,,Delivered to Secretary of State (G),,99,Second regular,HCS SB 581,4585H.03T
SB 590,Modifies the Historic Preservation Tax Credit,6/1/18,2018,,,,,Delivered to Secretary of State (G),,99,Second regular,CCS SS#2 SCS SB 590,4244S.17T
SB 592,Modifies several provisions relating to elections,7/5/18,2018,"Hegeman, Dan",212,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS SB 592,4850S.08T
SB 593,Enacts provisions relating to financial solvency of insurance companies,6/22/18,2018,"Wieland, Paul",222,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS SB 593,4837S.04T
SB 594,"Exempts certain types of commercial insurance lines from filing requirements with respect to rates, rate plans, modifications, and manuals",6/22/18,2018,"Wieland, Paul",222,,,Delivered to Secretary of State (G),,99,Second regular,SB 594,4841S.01T
SB 598,Requires that the Department of Transportation utility corridor be 12 feet wide with the location determined by the State Highways and Transportation Commission and modifies provisions relating to the public service commission. ,6/1/18,2018,"Riddle, Jeanie",210,,,Delivered to Secretary of State (G),,99,Second regular,HCS SCS SB 598,5089H.05T
SB 603,Modifies provisions relating to virtual education,6/1/18,2018,"Onder, Bob",202,,,Delivered to Secretary of State (G),,99,Second regular,"CCS HCS SS SCS SBs 603, 576 & 898",4858S.07T
SB 608,Modifies provisions regarding the liability of property owners when criminal conduct occurs on the property,7/5/18,2018,"Hoskins, Denny",221,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SS SB 608,4589S.06T
SB 623,Changes the laws regarding foreclosure proceeds,6/1/18,2018,"Crawford, Sandy",228,,,Delivered to Secretary of State (G),,99,Second regular,HCS SCS SB 623,4359H.03T
SB 627,Modifies provisions relating to agriculture,6/1/18,2018,"Munzlinger, Brian",218,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS SBs 627 & 925,4296S.03T
SB 629,Modifies provisions relating to tax increment financing,6/1/18,2018,"Wasson, Jay",220,,,Delivered to Secretary of State (G),,99,Second regular,SCS SB 629,4485S.03T
SB 644,Creates new provisions relating to unclaimed property,7/5/18,2018,"Cunningham, Mike",233,,,Delivered to Secretary of State (G),,99,Second regular,SCS SB 644,4999S.02T
SB 652,Modifies provisions relating to county sheriffs,6/29/18,2018,"Nasheed, Jamilah",205,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS SB 652,4544S.04T
SB 655,Allows prosecutions for unlawful sexual offenses involving persons 18 years of age or under to be commenced at any time,7/13/18,2018,"Sifton, Scott",201,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SB 655,4429S.03T
SB 659,Modifies provisions relating to the Department of Natural Resources,6/29/18,2018,"Hegeman, Dan",212,,,Delivered to Secretary of State (G),,99,Second regular,HCS SB 659,4761H.02T
SB 660,Modifies provisions relating to mental health,6/1/18,2018,"Riddle, Jeanie",210,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SB 660,4178S.04T
SB 683,Modifies provisions relating to the transportation of construction cranes,6/1/18,2018,"Wasson, Jay",220,,,Delivered to Secretary of State (G),,99,Second regular,SB 683,4811S.01T
SB 687,Modifies provisions relating to student transportation and allocation of school funds,6/29/18,2018,,,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SB 687,4494S.06T
SB 705,Modifies provisions relating to rate adjustments outside of general rate proceedings for certain public utilities,6/1/18,2018,"Riddle, Jeanie",210,,,Delivered to Secretary of State (G),,99,Second regular,SS SB 705,5110S.02T
SB 707,Modifies provisions relating to vehicle sales,7/5/18,2018,"Schatz, Dave",226,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SS SCS SB 707,5008S.09T
SB 708,Increases the minimum motor vehicle liability coverage a driver must carry for others' property when operating a motor vehicle,7/5/18,2018,"Schatz, Dave",226,,,Delivered to Secretary of State (G),,99,Second regular,SB 708,4672S.01T
SB 718,Modifies a provision relating to maintenance medication filled by pharmacists ,7/6/18,2018,"Eigel, Bill",223,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SCS SB 718,4209S.11T
SB 743,Modifies provisions relating to elementary and secondary education,7/5/18,2018,"Sater, David",229,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SB 743,4496S.05T
SB 768,Allows telephone companies to select an alternate method of property tax assessment,6/1/18,2018,"Hoskins, Denny",221,,,Delivered to Secretary of State (G),,99,Second regular,SB 768,4946S.01T
SB 769,Modifies provisions relating to financial institutions,7/5/18,2018,"Cunningham, Mike",233,,,Delivered to Secretary of State (G),,99,Second regular,HCS SCS SB 769,5199H.09T
SB 773,Changes the law regarding taxation,7/5/18,2018,"Hoskins, Denny",221,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SB 773,5294S.03T
SB 775,Extends the sunset on certain health care provider reimbursement allowance taxes and modifies the hospital reimbursement allowance tax ,6/1/18,2018,"Brown, Dan",216,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SS SCS SB 775,5226S.05T
SB 782,Modifies provisions relating to the Department of Natural Resources,6/22/18,2018,"Cunningham, Mike",233,,,Delivered to Secretary of State (G),,99,Second regular,HCS SS SCS SB 782,5203H.05T
SB 793,Requires children under the age of 18 to be prosecuted for most criminal offenses in juvenile courts unless the child is certified as an adult,6/1/18,2018,"Wallingford, Wayne",227,,,Delivered to Secretary of State (G),,99,Second regular,HCS SB 793,5340H.02T
SB 800,Modifies provisions relating to juvenile court proceedings,6/1/18,2018,"Libla, Doug",225,,,Delivered to Secretary of State (G),,99,Second regular,HCS SB 800,5433H.02T
SB 802,Modifies provisions relating to women's and minority business enterprises,6/1/18,2018,"Nasheed, Jamilah",205,,,Delivered to Secretary of State (G),,99,Second regular,SS#2 SCS SB 802,5440S.06T
SB 806,Modifies provisions relating to guardianship and conservatorship proceedings,6/1/18,2018,"Crawford, Sandy",228,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SB 806,5457S.05T
SB 807,Modifies provisions relating to higher education,7/6/18,2018,"Wasson, Jay",220,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SCS SBs 807 & 577,5054S.06T
SB 814,Modifies provisions relating to driver's licenses for persons who are deaf or hard of hearing,6/1/18,2018,"Riddle, Jeanie",210,,,Delivered to Secretary of State (G),,99,Second regular,SCS SB 814,5516S.02T
SB 819,Modifies provisions of law relating to foster care case management and criminal background checks,6/1/18,2018,,,,,Delivered to Secretary of State (G),,99,Second regular,CCS SB 819,5536S.02T
SB 826,"Modifies provisions relating to pharmacy, including drug disposal, prescription limitations for controlled substances, and vaccine protocols",7/6/18,2018,"Sater, David",229,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SS SCS SB 826,5029S.11T
SB 840,Modifies provisions relating to dietitians,6/1/18,2018,"Rowden, Caleb",219,,,Delivered to Secretary of State (G),,99,Second regular,SB 840,4908S.01T
SB 843,"Modifies the composition, duties or repeals outright certain administrative boards, commissions, and councils",6/1/18,2018,"Riddle, Jeanie",210,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SS SCS SB 843,5541S.07T
SB 862,Modifies provisions relating to electrical contractors,6/1/18,2018,"Schatz, Dave",226,,,Delivered to Secretary of State (G),,99,Second regular,SCS SB 862,5418S.03T
SB 870,Modifies provisions of law relating to emergency medical services,7/6/18,2018,,,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SS SB 870,5721S.07T
SB 871,Modifies provisions relating to court administration,6/29/18,2018,"Romine, Gary",203,,,Delivered to Secretary of State (G),,99,Second regular,HCS SB 871,5748H.02T
SB 881,Modifies provisions relating to transportation,6/1/18,2018,,,,,Delivered to Secretary of State (G),,99,Second regular,CCS HCS SS SB 881,5773S.06T
SB 882,Modifies provisions of the Missouri Higher Education Savings Program,6/1/18,2018,"Hoskins, Denny",221,,,Delivered to Secretary of State (G),,99,Second regular,SS SB 882,5755S.02T
SB 884,Modifies provisions relating to retail sales licenses,6/1/18,2018,"Koenig, Andrew",215,,,Delivered to Secretary of State (G),,99,Second regular,CCS SB 884,5722S.03T
SB 891,"Designates the week beginning the second Saturday in October as ""Buy Missouri Week""",6/1/18,2018,"Kehoe, Mike",206,,,Delivered to Secretary of State (G),,99,Second regular,SB 891,5879S.01T
SB 892,Modifies provisions of the retirement system for prosecuting and circuit attorneys,7/5/18,2018,"Walsh, Gina",213,,,Delivered to Secretary of State (G),,99,Second regular,CCS SCS SB 892,5750S.04T
SB 894,Establishes a statewide STEM career awareness program and enacts new provisions of law related to computer science,7/13/18,2018,"Libla, Doug",225,,,Delivered to Secretary of State (G),,99,Second regular,HCS SS SCS SBs 894 & 921,5880H.09T
